Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ExitRates in %,PageValues,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
11,373.62,9,322.8,191,0.024303938,0.0,Aug,2,2,6,1,Returning_Visitor,True,False
0,0.0,0,0.0,30,0.041450216,0.0,Dec,3,2,3,3,Returning_Visitor,False,False
0,0.0,0,0.0,4,0.175,0.0,May,2,2,4,1,Returning_Visitor,False,False
9,185.8,0,0.0,32,0.016095238,0.0,Sep,2,4,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,4,0.05,0.0,Nov,8,1,4,3,Returning_Visitor,True,False
0,0.0,0,0.0,13,0.084615385,0.0,Sep,1,1,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,8,0.025,0.0,Mar,2,2,3,3,Returning_Visitor,True,False
0,0.0,0,0.0,38,0.007894737,0.0,May,2,2,1,1,Returning_Visitor,True,False
17,2629.253968,24,2050.433333,705,0.015431438,0.763828956,May,2,2,1,14,Returning_Visitor,True,False
5,66.4,0,0.0,39,0.015217391,71.38981221,Dec,2,2,4,3,Returning_Visitor,False,True
0,0.0,0,0.0,2,0.1,0.0,Nov,8,2,4,3,Returning_Visitor,False,False
1,10.0,3,47.66666667,34,0.0125,0.0,May,2,2,3,6,Returning_Visitor,False,False
0,0.0,0,0.0,8,0.120833333,0.0,Feb,1,1,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,4,0.15,0.0,Mar,2,5,4,2,Returning_Visitor,True,False
1,12.06666667,0,0.0,45,0.013028631,0.0,Sep,2,2,1,2,Returning_Visitor,False,True
4,50.0,4,486.6666667,6,0.008333333,0.0,Dec,3,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,13,0.030769231,0.0,Dec,2,5,6,2,New_Visitor,False,False
0,0.0,0,0.0,27,0.043518519,0.0,May,2,2,1,3,Returning_Visitor,False,False
2,268.08,0,0.0,13,0.064912281,0.0,Sep,3,2,1,13,Returning_Visitor,True,True
5,89.625,2,11.5,31,0.019961874,0.0,Nov,3,2,1,13,Returning_Visitor,True,False
0,0.0,0,0.0,30,0.015,0.0,Jul,2,4,4,4,Returning_Visitor,False,False
14,1130.502941,6,261.6333333,26,0.017422643,20.30438949,Mar,1,2,1,2,Returning_Visitor,False,False
0,0.0,1,100.0,13,0.015384615,0.0,May,3,2,2,3,Returning_Visitor,True,False
0,0.0,0,0.0,10,0.02,0.0,May,2,4,1,3,Returning_Visitor,False,False
6,57.5,0,0.0,66,0.018513906,20.97239726,May,2,2,1,6,Returning_Visitor,False,True
1,11.83333333,2,27.0,31,0.039292517,30.81857956,Nov,2,2,3,1,Returning_Visitor,False,True
9,233.5,2,102.0,81,0.011954023,0.0,May,2,2,1,2,Returning_Visitor,False,False
10,60.7,1,110.25,75,0.021603376,0.0,Dec,2,2,4,1,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.2,0.0,May,4,2,1,11,Returning_Visitor,False,False
1,5.0,2,31.7,6,0.007407407,0.0,June,2,5,7,11,New_Visitor,False,False
0,0.0,0,0.0,23,0.069565217,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
1,0.0,0,0.0,50,0.017238095,4.803305732,Nov,1,1,1,10,Returning_Visitor,True,True
9,178.52,3,183.2666667,7,0.035555556,0.0,Jul,2,2,1,2,New_Visitor,False,False
7,253.4,0,0.0,12,0.004761905,0.0,June,2,5,3,5,New_Visitor,False,False
0,0.0,0,0.0,4,0.075,0.0,Nov,2,2,3,3,Returning_Visitor,False,False
7,235.75,4,66.5,37,0.018181818,60.42298474,Nov,2,2,1,2,Returning_Visitor,False,True
0,0.0,0,0.0,1,0.2,0.0,May,2,4,4,3,Returning_Visitor,False,False
8,342.75,0,0.0,12,0.03,0.0,Nov,2,2,7,2,Returning_Visitor,False,False
6,75.0,0,0.0,33,0.039074074,0.0,May,2,2,4,11,Returning_Visitor,False,False
0,0.0,0,0.0,28,0.007142857,0.0,Nov,2,2,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,3,0.066666667,0.0,Nov,2,2,9,3,Returning_Visitor,False,False
9,213.3214286,5,528.0,61,0.020655014,2.810812468,Mar,1,1,4,2,Returning_Visitor,False,False
1,15.1,0,0.0,9,0.01875,0.0,Sep,3,2,4,4,New_Visitor,False,False
0,0.0,0,0.0,13,0.038461538,0.0,May,2,2,7,3,Returning_Visitor,False,False
0,0.0,0,0.0,20,0.063333333,0.0,May,2,2,1,4,Returning_Visitor,False,False
1,51.5,0,0.0,27,0.017354497,0.0,Nov,3,2,1,13,Returning_Visitor,False,False
1,94.0,0,0.0,10,0.02,0.0,May,2,2,3,6,Returning_Visitor,False,False
11,267.1666667,0,0.0,39,0.011458333,20.11751289,Mar,2,2,3,1,New_Visitor,False,False
5,526.85,4,143.25,266,0.024720163,0.245152903,Nov,2,4,4,2,Returning_Visitor,True,False
0,0.0,0,0.0,8,0.025,0.0,May,2,2,2,13,Returning_Visitor,True,False
0,0.0,0,0.0,15,0.013333333,0.0,Dec,8,13,9,20,Other,False,False
1,19.0,1,14.0,74,0.016621622,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
1,26.2,0,0.0,13,0.0,58.9241766,Aug,2,5,3,4,New_Visitor,False,True
6,81.83333333,0,0.0,7,0.015384615,0.0,Nov,2,2,3,3,New_Visitor,False,False
3,25.0,0,0.0,1,0.033333333,0.0,Oct,2,5,1,5,New_Visitor,True,False
16,155.6313131,0,0.0,32,0.01805276,4.368515556,Mar,2,2,3,2,Returning_Visitor,False,True
0,0.0,2,31.0,3,0.08,0.0,Mar,1,1,6,1,Returning_Visitor,True,False
2,15.0,0,0.0,19,0.046666667,28.18955966,Nov,3,2,1,8,Returning_Visitor,False,True
0,0.0,0,0.0,13,0.053846154,0.0,Dec,2,2,1,13,Returning_Visitor,False,False
12,1028.833333,1,3.0,155,0.015526696,3.726530231,Nov,2,2,1,2,Returning_Visitor,False,True
0,0.0,0,0.0,2,0.1,0.0,June,2,4,6,3,Returning_Visitor,False,False
3,49.5,1,0.0,50,0.027766386,1.818480813,Nov,3,2,1,10,Returning_Visitor,False,True
1,13.0,1,10.0,18,0.003508772,0.0,Nov,1,1,4,3,Returning_Visitor,False,False
5,216.25,2,107.0,39,0.031666667,0.0,Dec,3,2,1,1,Returning_Visitor,True,False
0,0.0,0,0.0,21,0.00952381,0.0,May,1,1,6,15,Returning_Visitor,False,False
4,65.5,0,0.0,23,0.030769231,0.0,Nov,2,5,3,1,Returning_Visitor,True,True
0,0.0,0,0.0,4,0.05,0.0,May,2,2,1,6,Returning_Visitor,False,False
0,0.0,0,0.0,62,0.080437158,0.0,May,3,2,3,13,Returning_Visitor,True,False
1,109.0,0,0.0,9,0.0125,0.0,May,2,4,1,4,New_Visitor,True,False
0,0.0,0,0.0,84,0.014779942,0.0,Nov,1,1,3,2,Returning_Visitor,False,True
0,0.0,0,0.0,7,0.104761905,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,11,0.033333333,0.0,Nov,3,2,1,3,Returning_Visitor,False,False
0,0.0,1,93.0,30,0.035483871,0.0,Feb,1,1,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,25,0.022666667,0.0,May,2,2,1,13,Returning_Visitor,False,False
1,15.0,1,4.0,49,0.002040816,0.0,Dec,1,1,1,2,New_Visitor,False,False
13,123.875,0,0.0,87,0.015280206,1.773369333,Dec,2,2,3,2,Returning_Visitor,False,False
5,74.75,0,0.0,14,0.023529412,0.0,Dec,2,7,7,8,New_Visitor,True,False
6,446.2380952,3,94.0,23,0.020522573,6.786958937,Nov,3,2,1,2,Returning_Visitor,True,False
3,133.5,4,191.0,15,0.02,0.0,May,1,1,3,6,Returning_Visitor,False,False
1,0.0,0,0.0,39,0.03125,0.0,Nov,2,2,6,2,Returning_Visitor,True,True
5,112.1666667,0,0.0,60,0.042436975,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,24,0.0,106.2525169,Nov,1,1,9,2,Returning_Visitor,False,True
9,140.5,0,0.0,35,0.016892552,0.0,Mar,1,1,3,2,Returning_Visitor,True,False
2,683.0,0,0.0,16,0.005882353,30.57647059,May,2,2,1,4,New_Visitor,False,True
2,17.0,0,0.0,6,0.075,0.0,Aug,2,2,7,1,Returning_Visitor,False,False
0,0.0,0,0.0,38,0.011302211,0.0,Nov,1,1,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,40,0.001282051,0.0,May,3,2,8,6,Returning_Visitor,False,False
2,334.25,4,92.16666667,2,0.00952381,0.0,Dec,1,1,3,10,New_Visitor,True,False
0,0.0,0,0.0,1,0.2,0.0,Dec,2,2,5,1,Returning_Visitor,False,False
3,86.0,0,0.0,27,0.031034483,0.0,Dec,2,5,4,2,Returning_Visitor,False,False
6,93.9,0,0.0,19,0.032223645,19.39995042,Sep,2,2,3,1,Returning_Visitor,True,False
1,31.0,0,0.0,10,0.022222222,0.0,May,1,1,1,1,Returning_Visitor,True,False
9,576.6208333,0,0.0,57,0.010446429,5.002669777,Nov,2,2,4,8,New_Visitor,False,True
7,111.0833333,0,0.0,24,0.012,0.0,Dec,1,1,1,3,Returning_Visitor,False,False
1,175.48,0,0.0,98,0.031102504,0.0,June,2,2,1,5,Returning_Visitor,False,False
5,136.1,0,0.0,45,0.008333333,10.19295165,Nov,2,2,6,2,Returning_Visitor,True,True
6,142.3,0,0.0,108,0.007142857,0.0,May,2,2,1,6,Returning_Visitor,False,False
0,0.0,0,0.0,9,0.033333333,0.0,Dec,2,2,1,1,Returning_Visitor,False,False
1,17.5,0,0.0,8,0.011111111,0.0,Mar,3,2,1,2,New_Visitor,True,False
2,67.5,0,0.0,65,0.018017058,0.0,Dec,2,2,1,2,New_Visitor,False,False
3,88.0,0,0.0,7,0.022222222,0.0,Dec,3,2,1,2,New_Visitor,False,False
0,0.0,2,12.0,0,0.1,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,14,0.028571429,0.0,Dec,3,2,3,2,Returning_Visitor,True,False
4,196.5,3,72.5,245,0.016468484,4.770910365,Nov,3,2,1,13,Returning_Visitor,True,False
0,0.0,0,0.0,10,0.02,0.0,Nov,4,1,1,2,New_Visitor,False,False
0,0.0,0,0.0,9,0.044444444,0.0,Mar,1,1,6,1,Returning_Visitor,False,False
2,32.5,0,0.0,12,0.005128205,0.0,May,2,4,1,5,New_Visitor,False,False
0,0.0,0,0.0,17,0.023529412,0.0,May,1,1,1,1,Returning_Visitor,False,False
1,27.0,2,22.0,16,0.014117647,0.0,May,4,1,1,4,Returning_Visitor,False,False
2,63.0,0,0.0,35,0.005405405,0.0,Mar,2,2,3,2,New_Visitor,True,False
0,0.0,0,0.0,7,0.028571429,0.0,May,2,2,2,3,Returning_Visitor,False,False
0,0.0,0,0.0,18,0.119473684,0.0,May,3,2,4,13,Returning_Visitor,True,False
0,0.0,0,0.0,8,0.028571429,0.0,May,2,2,7,2,New_Visitor,False,False
14,1155.666667,0,0.0,20,0.013,0.0,Mar,2,5,1,3,Returning_Visitor,True,False
0,0.0,0,0.0,3,0.15,0.0,Mar,3,3,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,80,0.06514881,0.0,May,2,2,1,6,Returning_Visitor,False,False
0,0.0,0,0.0,4,0.05,0.0,June,2,10,1,3,Returning_Visitor,False,False
1,23.2,0,0.0,5,0.033333333,0.0,Oct,3,2,1,3,Returning_Visitor,False,False
2,105.75,0,0.0,19,0.028229665,0.0,Nov,3,2,9,2,Returning_Visitor,True,False
0,0.0,0,0.0,5,0.013333333,0.0,Mar,1,1,2,9,Returning_Visitor,True,False
0,0.0,0,0.0,13,0.015384615,0.0,Nov,4,1,1,8,Returning_Visitor,False,False
9,194.4166667,2,20.0,11,0.028666667,18.80505,May,3,2,7,6,Returning_Visitor,False,False
0,0.0,0,0.0,3,0.1,0.0,Mar,2,2,4,1,Returning_Visitor,False,False
0,0.0,0,0.0,5,0.14,0.0,May,1,1,6,3,Returning_Visitor,False,False
0,0.0,0,0.0,21,0.023809524,0.0,Mar,2,2,7,1,Returning_Visitor,False,False
0,0.0,1,21.0,15,0.026666667,32.1908,May,2,4,1,2,Returning_Visitor,False,True
0,0.0,0,0.0,21,0.057142857,0.0,Dec,1,2,1,1,Returning_Visitor,True,False
0,0.0,0,0.0,2,0.05,0.0,Jul,1,2,2,1,Returning_Visitor,False,False
0,0.0,0,0.0,57,0.017137357,12.360043,Nov,3,2,3,1,Returning_Visitor,True,True
0,0.0,0,0.0,3,0.066666667,0.0,Dec,1,1,4,3,Other,False,False
0,0.0,0,0.0,46,0.000555556,0.0,May,2,2,7,2,New_Visitor,False,False
3,284.2,0,0.0,22,0.064,0.0,Oct,1,1,8,1,Returning_Visitor,True,False
0,0.0,0,0.0,1,0.2,0.0,Nov,1,1,4,2,Returning_Visitor,False,False
0,0.0,0,0.0,42,0.025777778,0.0,Nov,2,2,1,13,Returning_Visitor,True,False
1,37.0,0,0.0,10,0.022727273,0.0,May,2,2,3,3,New_Visitor,True,False
0,0.0,0,0.0,5,0.04,0.0,Nov,2,4,1,2,Returning_Visitor,False,False
2,67.5,0,0.0,10,0.018181818,59.51850423,Dec,2,2,1,2,New_Visitor,False,True
8,91.0,0,0.0,45,0.012907801,0.0,Dec,3,2,6,10,Returning_Visitor,False,False
2,31.5,0,0.0,12,0.0025,0.0,Mar,2,2,7,1,Returning_Visitor,False,False
8,203.9166667,4,114.75,118,0.012520167,55.01131298,Nov,2,2,1,2,Returning_Visitor,False,True
3,86.33333333,0,0.0,14,0.023076923,0.0,Nov,1,1,4,2,Returning_Visitor,False,False
6,93.5,0,0.0,23,0.013768116,0.0,May,2,2,3,3,New_Visitor,False,False
0,0.0,0,0.0,2,0.1,0.0,Feb,2,4,4,2,Returning_Visitor,True,False
3,13.73333333,1,2.0,27,0.011555556,0.0,Jul,2,2,1,4,Returning_Visitor,False,True
2,32.83333333,0,0.0,16,0.020208333,0.0,Nov,3,2,6,6,Returning_Visitor,True,False
3,45.0,0,0.0,42,0.007317073,0.0,May,2,5,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,9,0.047619048,0.0,May,1,1,2,2,Returning_Visitor,False,False
0,0.0,0,0.0,6,0.044444444,0.0,Mar,3,2,3,2,Returning_Visitor,False,False
0,0.0,0,0.0,91,0.023321123,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,5,0.00952381,11.80891356,June,2,2,1,2,Returning_Visitor,False,True
4,123.0,1,29.5,16,0.0045,0.0,May,3,3,2,2,New_Visitor,False,False
1,58.5,1,0.0,11,0.041666667,62.86831138,Nov,2,2,1,1,Returning_Visitor,False,True
0,0.0,0,0.0,12,0.116666667,0.0,May,2,2,5,13,Returning_Visitor,False,False
0,0.0,0,0.0,9,0.044444444,0.0,Sep,2,2,9,2,New_Visitor,True,False
0,0.0,0,0.0,4,0.05,0.0,Nov,1,1,4,8,Returning_Visitor,False,False
5,162.5,1,11.0,82,0.01668402,0.0,May,3,2,7,2,Returning_Visitor,False,False
3,60.0,0,0.0,34,0.000505051,0.0,Dec,2,2,1,1,Returning_Visitor,True,False
1,25.0,0,0.0,28,0.046428571,0.0,Mar,2,2,3,3,Returning_Visitor,True,False
7,360.75,0,0.0,264,0.012825542,8.833510027,Nov,2,2,3,2,Returning_Visitor,False,False
2,75.6,1,11.0,28,0.016935484,0.0,Oct,2,4,3,2,Returning_Visitor,False,False
4,91.0,2,9.5,104,0.041369348,0.0,Dec,2,2,2,10,Returning_Visitor,False,False
9,266.7433333,4,1312.4,26,0.021969697,9.284545518,Nov,2,7,1,2,Returning_Visitor,True,True
0,0.0,0,0.0,3,0.133333333,0.0,Mar,1,1,8,3,Returning_Visitor,False,False
0,0.0,0,0.0,21,0.042857143,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,11,0.063636364,0.0,Dec,3,12,2,3,Returning_Visitor,False,False
8,363.05,0,0.0,8,0.016666667,13.64300463,Dec,2,2,3,3,Returning_Visitor,False,True
0,0.0,0,0.0,20,0.0525,0.0,Feb,2,6,6,1,Returning_Visitor,False,False
3,48.5,0,0.0,10,0.015384615,0.0,Nov,2,2,1,2,New_Visitor,True,False
0,0.0,0,0.0,14,0.002197802,0.0,Nov,3,2,3,6,New_Visitor,False,False
5,61.0125,0,0.0,51,0.011093074,0.0,Dec,2,2,6,2,New_Visitor,False,False
5,130.3333333,1,68.0,57,0.003954802,59.1244678,May,1,1,6,4,Returning_Visitor,False,False
9,160.0,0,0.0,48,0.011515152,20.32388105,Mar,2,6,1,8,Returning_Visitor,True,True
0,0.0,3,96.5,76,0.014700317,0.0,Dec,3,2,1,2,Returning_Visitor,False,True
8,206.0,3,132.0,39,0.008695652,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,17,0.009803922,0.0,Nov,2,2,1,2,New_Visitor,False,False
6,312.0,1,11.0,92,0.026417863,0.0,May,2,2,4,3,Returning_Visitor,False,False
5,265.0433333,1,0.0,38,0.040833333,0.0,Aug,2,2,8,1,Returning_Visitor,False,False
1,19.0,0,0.0,17,0.03,0.0,Nov,3,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,28,0.023809524,0.0,Dec,2,2,1,2,Returning_Visitor,True,False
2,20.5,0,0.0,21,0.010434783,0.0,Mar,2,2,1,3,Returning_Visitor,False,False
4,106.5,0,0.0,12,0.029166667,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
4,70.25,1,139.5,58,0.009611111,0.0,Nov,1,1,2,2,New_Visitor,False,True
1,3.0,0,0.0,10,0.022222222,0.0,Dec,1,1,3,1,Returning_Visitor,False,False
1,47.4,0,0.0,6,0.062962963,29.65880372,Oct,2,2,1,2,Returning_Visitor,False,False
1,19.0,0,0.0,29,0.025517241,0.0,May,3,2,3,6,Returning_Visitor,False,False
3,81.0,0,0.0,19,0.012857143,0.0,May,3,2,5,4,Returning_Visitor,True,False
1,21.0,0,0.0,16,0.007142857,0.0,Dec,1,1,1,2,New_Visitor,False,False
1,16.6,0,0.0,84,0.030138889,0.0,Oct,1,1,6,3,Returning_Visitor,False,False
1,22.2,0,0.0,9,0.005194805,16.1722885,Nov,2,2,3,3,Returning_Visitor,False,True
0,0.0,0,0.0,40,0.01625,0.0,Mar,2,2,9,1,Returning_Visitor,False,False
0,0.0,0,0.0,2,0.2,0.0,May,1,1,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,3,0.05,32.89701477,Oct,3,2,2,2,New_Visitor,False,True
0,0.0,0,0.0,14,0.06797235,0.0,Mar,1,1,9,1,Returning_Visitor,False,False
0,0.0,0,0.0,33,0.051717172,0.0,Nov,2,5,3,1,Returning_Visitor,False,True
7,44.16666667,0,0.0,108,0.020993117,0.201663717,May,2,2,3,4,Returning_Visitor,True,False
4,52.5,0,0.0,11,0.007692308,0.0,Nov,3,2,6,11,New_Visitor,True,False
0,0.0,0,0.0,13,0.023076923,0.0,Nov,3,2,1,13,New_Visitor,True,False
1,185.0,6,263.0,6,0.019230769,0.0,Mar,3,2,3,3,Returning_Visitor,False,False
0,0.0,0,0.0,6,0.133333333,0.0,Dec,2,2,1,3,Returning_Visitor,False,False
3,120.25,5,869.0,42,0.048188406,17.70684845,May,2,2,4,4,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.2,0.0,May,2,2,5,13,Returning_Visitor,False,False
0,0.0,0,0.0,41,0.078571429,0.0,May,2,6,1,6,Returning_Visitor,False,False
4,315.0,0,0.0,8,0.024242424,0.0,Mar,3,2,3,3,Returning_Visitor,True,False
0,0.0,0,0.0,7,0.014285714,0.0,Feb,1,1,6,2,Returning_Visitor,False,False
2,133.5,0,0.0,4,0.025,0.0,Nov,3,2,1,3,New_Visitor,False,False
2,180.5,0,0.0,12,0.018181818,0.0,May,1,1,3,3,New_Visitor,False,False
3,105.0,1,0.0,286,0.015495489,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
10,85.04,0,0.0,114,0.009414895,0.0,Nov,2,2,3,2,Returning_Visitor,False,False
0,0.0,0,0.0,36,0.038888889,0.0,Dec,2,2,3,2,Returning_Visitor,False,False
6,331.25,3,365.25,6,0.021428571,0.0,Dec,1,2,7,3,Returning_Visitor,True,False
2,38.5,2,15.0,50,0.013141026,12.83705128,May,3,2,4,3,Returning_Visitor,False,False
0,0.0,0,0.0,13,0.015384615,0.0,Mar,3,2,1,10,Returning_Visitor,False,False
0,0.0,0,0.0,6,0.1,0.0,Jul,2,12,6,3,Returning_Visitor,False,False
8,137.075,0,0.0,59,0.023522862,54.07524113,May,4,2,3,3,Returning_Visitor,False,True
3,36.0,0,0.0,3,0.04,0.0,Nov,2,10,3,2,Other,False,False
1,7.6,1,0.0,3,0.08,0.0,Sep,2,2,1,2,Returning_Visitor,True,False
2,27.375,0,0.0,39,0.045714286,0.0,Dec,2,2,4,1,Returning_Visitor,True,False
1,19.0,0,0.0,8,0.1,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
2,233.5,0,0.0,36,0.046851852,0.0,Nov,2,2,9,1,Returning_Visitor,False,False
9,219.9333333,0,0.0,56,0.011752445,0.0,Oct,3,2,1,5,Returning_Visitor,True,False
1,4.0,0,0.0,31,0.007758621,0.0,May,2,6,2,11,New_Visitor,False,False
9,252.667619,1,0.0,67,0.029967788,0.131837013,Oct,3,2,1,13,Returning_Visitor,False,True
1,126.5,1,0.0,52,0.016838538,0.0,Nov,3,2,3,11,Returning_Visitor,False,False
3,41.0,0,0.0,32,0.01806184,0.0,May,1,1,2,3,Returning_Visitor,True,False
1,11.5,0,0.0,19,0.032679739,0.0,Nov,3,2,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,29,0.045684431,0.0,May,2,2,7,1,Returning_Visitor,False,False
0,0.0,1,2.0,12,0.084722222,0.0,May,3,2,1,15,Returning_Visitor,False,False
0,0.0,0,0.0,5,0.084,0.0,Nov,3,2,1,13,Returning_Visitor,False,False
0,0.0,0,0.0,16,0.035714286,43.19228571,May,2,2,3,4,Returning_Visitor,False,False
0,0.0,0,0.0,5,0.033333333,0.0,May,3,2,1,13,Returning_Visitor,False,False
0,0.0,0,0.0,17,0.025,0.0,Nov,2,6,1,2,New_Visitor,False,False
0,0.0,0,0.0,2,0.1,0.0,Nov,1,1,9,3,Returning_Visitor,False,False
5,62.0,0,0.0,30,0.026200717,0.0,Nov,2,2,4,2,Returning_Visitor,False,False
1,6.0,0,0.0,23,0.008333333,0.0,Sep,2,2,7,1,New_Visitor,False,False
0,0.0,0,0.0,40,0.032192982,0.0,Nov,3,2,6,8,Returning_Visitor,True,False
2,83.5,2,125.5,11,0.003247863,0.0,Dec,3,2,5,2,Returning_Visitor,False,False
4,48.83243423,4,165.6666667,22,0.015583028,0.0,Aug,3,2,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,64,0.021875,0.0,Nov,2,4,3,2,Returning_Visitor,False,True
7,96.0,3,313.0,65,0.030146368,6.147633803,May,3,2,3,4,Returning_Visitor,True,False
6,91.75,0,0.0,11,0.005128205,0.0,Dec,2,2,1,2,Returning_Visitor,True,False
0,0.0,0,0.0,30,0.008888889,0.0,Mar,2,6,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,140,0.003142857,0.0,Nov,1,1,4,2,Returning_Visitor,False,False
0,0.0,0,0.0,2,0.05,0.0,May,3,3,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,12,0.033333333,0.0,Mar,4,1,4,3,Returning_Visitor,False,False
3,16.0,3,86.0,15,0.03,78.81172527,Dec,2,2,1,2,Returning_Visitor,False,True
0,0.0,0,0.0,88,0.016287879,0.0,May,2,2,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,28,0.106206897,0.0,May,3,2,5,3,Returning_Visitor,False,False
12,176.9638554,9,266.875,351,0.027372411,1.984555788,Nov,3,2,1,3,Returning_Visitor,False,False
3,9.0,0,0.0,17,0.016666667,0.0,Nov,4,1,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,4,0.2,0.0,Dec,1,1,2,1,Returning_Visitor,False,False
5,55.5,2,132.5,61,0.038778999,0.0,Nov,3,2,3,13,Returning_Visitor,False,False
6,137.0,0,0.0,49,0.015030864,0.0,Mar,3,2,1,2,Returning_Visitor,False,False
1,19.83333333,0,0.0,17,0.00625,9.836358025,Nov,3,2,5,2,New_Visitor,False,True
0,0.0,0,0.0,31,0.037634409,0.0,May,2,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,5,0.02,0.0,May,1,1,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,24,0.031944444,0.0,May,2,2,6,13,Returning_Visitor,False,False
0,0.0,0,0.0,2,0.2,0.0,Dec,3,7,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,3,0.133333333,0.0,May,2,2,1,5,Returning_Visitor,False,False
2,104.3,0,0.0,48,0.035488428,4.348145623,Oct,1,1,4,1,Returning_Visitor,True,False
1,12.0,0,0.0,43,0.009883721,11.65996434,Nov,2,2,1,2,Returning_Visitor,False,True
2,20.14285714,0,0.0,4,0.039814815,0.0,Dec,3,2,1,10,Returning_Visitor,False,False
4,118.75,0,0.0,66,0.02229101,0.0,Nov,3,2,1,13,Returning_Visitor,False,False
0,0.0,0,0.0,2,0.2,0.0,June,3,2,7,13,Returning_Visitor,False,False
2,49.4,2,7.0,4,0.042857143,0.0,Nov,3,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,5,0.0,0.0,Oct,1,1,3,4,Returning_Visitor,True,False
2,103.3,0,0.0,38,0.011965812,0.0,Oct,1,1,3,3,Returning_Visitor,False,False
2,123.0,0,0.0,7,0.011111111,0.0,Mar,1,2,2,2,Returning_Visitor,False,False
4,61.0,0,0.0,14,0.010588235,0.0,Mar,2,2,5,2,Returning_Visitor,False,False
11,233.475,0,0.0,118,0.012659622,14.67198629,Nov,2,2,1,2,Returning_Visitor,False,True
1,90.0,0,0.0,37,0.051919272,0.0,Nov,2,2,1,11,Returning_Visitor,False,False
0,0.0,0,0.0,258,0.008679315,0.0,June,2,2,3,3,Returning_Visitor,False,False
3,138.0,2,136.0,54,0.00969697,0.0,Mar,1,2,1,2,Returning_Visitor,False,False
9,116.5416667,4,208.6666667,57,0.011897547,30.60955642,Nov,1,2,1,2,Returning_Visitor,False,True
2,98.75,0,0.0,24,0.011111111,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,32,0.013541667,0.0,Nov,1,1,1,3,Returning_Visitor,True,False
0,0.0,0,0.0,15,0.006666667,0.0,Feb,1,1,4,4,Returning_Visitor,False,False
2,180.9,0,0.0,26,0.005952381,0.0,Aug,3,2,6,2,New_Visitor,False,False
2,30.0,0,0.0,77,0.015696203,12.99938379,Nov,1,1,6,8,Returning_Visitor,False,True
1,149.2,0,0.0,13,0.014285714,82.021436,Oct,1,1,1,20,Returning_Visitor,False,True
5,127.8,0,0.0,15,0.0,65.4726506,Aug,1,8,4,1,Returning_Visitor,False,True
0,0.0,0,0.0,8,0.05625,0.0,Dec,1,1,2,1,Returning_Visitor,False,False
0,0.0,0,0.0,13,0.049230769,0.0,May,2,2,1,13,Returning_Visitor,False,False
0,0.0,0,0.0,96,0.028333333,0.0,Nov,2,2,1,1,Returning_Visitor,True,True
11,498.9,3,147.1666667,43,0.011337868,4.759935374,May,1,2,4,5,Returning_Visitor,False,False
5,107.0,0,0.0,34,0.013513514,0.0,Dec,2,2,1,1,Returning_Visitor,True,False
0,0.0,0,0.0,20,0.000956938,0.0,Mar,2,4,7,2,Returning_Visitor,False,False
1,0.0,0,0.0,3,0.05,113.3238614,Oct,2,2,9,2,Returning_Visitor,True,True
3,139.0,0,0.0,10,0.007692308,0.0,Mar,3,2,1,2,Returning_Visitor,True,False
